elexonBmUnit,nationalGridBmUnit,bmUnitName,fuelType,bmUnitType,leadPartyName,generationCapacity,demandCapacity,gspGroupId,gspGroupName,interconnectorId
I_IFG-CBST1,IFG-CBST1,Cobblestone Energy Ltd,,I,Cobblestone Energy,2000.000,0.000,,,FRANCE
I_IFG-CCME1,IFG-CCME1,CCME INTO UK,,I,Castleton Commodities Europe,2000.000,0.000,,,FRANCE
I_IFG-CETL1,IFG-CETL1,CONRAD INTO UK,,I,Conrad Energy (Trading) Ltd,2000.000,0.000,,,FRANCE
I_IFG-CEZC1,IFG-CEZC1,IFA Import,,I,CEZ A.S,1000.000,0.000,,,FRANCE
I_IFG-CFPE1,IFG-CFPE1,I_IFG-CFPE1,,I,CFP Commodities Limited,1000.000,0.000,,,FRANCE
I_IFG-CGML1,IFG-CGML1,CGMLGEN,,I,Citigroup Global Markets Ltd,2000.000,0.000,,,FRANCE
I_IFG-CNGS1,IFG-CNGS1,CNGS_G_IFA,,I,Cenergise Limited,2000.000,0.000,,,FRANCE
I_IFG-CNRE1,IFG-CNRE1,I_IFG-CNRE1,,I,Compagnie Nationale du Rhone,500.000,0.000,,,FRANCE
I_IFG-COMM1,IFG-COMM1,I_IFG-COMM1,,I,COMCOM Trading d.o.o,2000.000,0.000,,,FRANCE
I_IFG-CONS1,IFG-CONS1,Constellation France Prod,,I,Constellation Generation LTD,2000.000,0.000,,,FRANCE
I_IFG-CONV1,IFG-CONV1,IFG-CONV1,,I,Convex Energy GmbH,500.000,0.000,,,FRANCE
I_IFG-COPN1,IFG-COPN1,CET_IFA,,I,Copenhagen Energy Trading A/S,1000.000,0.000,,,FRANCE
I_IFG-CURR1,IFG-CURR1,I_IFG-CURR1,,I,Current Commodities A/S,2000.000,0.000,,,FRANCE
I_IFG-DARE1,IFG-DARE1,I_IFG-DARE1,,I,Dare Power Ltd,4000.000,0.000,,,FRANCE
I_IFG-DMCC1,IFG-DMCC1,Cobblestone Energy DMCC,,I,Cobblestone Energy DMCC,2000.000,0.000,,,FRANCE
I_IFG-DNGN1,IFG-DNGN1,IFG-DNGN1,,I,Orsted Salg & Service A/S,2000.000,0.000,,,FRANCE
I_IFG-DSKC1,IFG-DSKC1,DANSKEGE,,I,Danske Commodities A/S,2000.000,0.000,,,FRANCE
I_IFG-DUEN1,IFG-DUEN1,IFA_FR-UK,,I,Duferco Energia S.p.A.,200.000,0.000,,,FRANCE
I_IFG-DUFE1,IFG-DUFE1,DUFENERGY FR - UK,,I,DXT Commodities SA,1000.000,0.000,,,FRANCE
I_IFG-DVAL1,IFG-DVAL1,I_IFG-DVAL1,,I,DVALIN ApS,2000.000,0.000,,,FRANCE
I_IFG-DVTD1,IFG-DVTD1,DV FRIFA1-GB,,I,DV Trading (Europe) P/S,2000.000,0.000,,,FRANCE
I_IFG-ECCA1,IFG-ECCA1,ECC-XB-PRODUCTION,,I,ECC AG,3000.000,0.000,,,FRANCE
I_IFG-EDFT1,IFG-EDFT1,EDFTG,,I,EDF TRADING LIMITED,4000.000,0.000,,,FRANCE
I_IFG-EDMK1,IFG-EDMK1,Energidk_G,,I,Mind Energy A/S,3000.000,0.000,,,FRANCE
I_IFG-EENG1,IFG-EENG1,I_IFG-EENG1,,I,Eio Energi ApS,50.000,0.000,,,FRANCE
I_IFG-EGLE1,IFG-EGLE1,EGL Production,,I,Axpo Solutions AG,500.000,0.000,,,FRANCE
I_IFG-ELEE1,IFG-ELEE1,IELECBEL,,I,Electrabel SA,500.000,0.000,,,FRANCE
I_IFG-ELTR1,IFG-ELTR1,EETL IFA FRGB BMU,,I,ElectroRoute Energy Trading,2000.000,0.000,,,FRANCE
I_IFG-ENBW1,IFG-ENBW1,I_IFG-ENBW1,,I,EnBW Energie Ba-Wu AG,2000.000,0.000,,,FRANCE
I_IFG-ENEL1,IFG-ENEL1,EnelTradeIFA,,I,Enel Global Trading S.P.A,1000.000,0.000,,,FRANCE
I_IFG-ENET1,IFG-ENET1,I_IFG-ENET1,,I,Eneco Energy Trade,50.000,0.000,,,FRANCE
I_IFG-ENKI1,IFG-ENKI1,NANOTRAD Gen,,I,ENKI TRADING S.R.O.,500.000,0.000,,,FRANCE
I_IFG-ENSC1,IFG-ENSC1,Flow into UK,,I,EnSCo Energy Services Company,1000.000,0.000,,,FRANCE
I_IFG-ENSP1,IFG-ENSP1,IF-ENSP-FROM-UK,,I,enspired GmbH,2000.000,0.000,,,FRANCE
I_IFG-ENTC1,IFG-ENTC1,ENTC1 to UK,,I,Energetech Europe BV,500.000,0.000,,,FRANCE
I_IFG-ENVM1,IFG-ENVM1,ENERVMGEN,,I,Energya VM Gestion De Energia,2000.000,0.000,,,FRANCE
I_IFG-ENZL1,IFG-ENZL1,IFA (FRANCE) flow INTO UK,,I,ENZOL Energy Trading ApS,800.000,0.000,,,FRANCE
I_IFG-EOET1,IFG-EOET1,IFG-EOET1,,I,Uniper Global Commodities SE,510.000,0.000,,,FRANCE
I_IFG-EPCO1,IFG-EPCO1,EPCAS_FRANCE_GEN,,I,EP COMMODITIES A.S,300.000,0.000,,,FRANCE
I_IFG-ERVA1,IFG-ERVA1,EROVA_G_IFA,,I,Erova Energy Limited,500.000,0.000,,,FRANCE
I_IFG-EWII1,IFG-EWII1,EWII-IFA1-TO-UK,,I,EWII Energi A/S,2000.000,0.000,,,FRANCE
I_IFG-EXXO1,IFG-EXXO1,EXXON INTO UK,,I,EXXONMOBIL GAS MARKETING,1000.000,0.000,,,FRANCE
I_IFG-EZCO1,IFG-EZCO1,Flow into UK,,I,ENZEE Commodities A/S,2000.000,0.000,,,FRANCE
I_IFG-EZPD1,IFG-EZPD1,Ezpada Into UK,,I,Ezpada AG,500.000,0.000,,,FRANCE
I_IFG-FLEX1,IFG-FLEX1,I_IFG-FLEX1,,I,Citadel FlexPower GmbH,1000.000,0.000,,,FRANCE
I_IFG-FPCD1,IFG-FPCD1,IFG-FPCD1,,I,Freepoint Commodities Europe,150.000,0.000,,,FRANCE
I_IFG-GASE1,IFG-GASE1,IFA_P,,I,ENGIE GLOBAL MARKETS,500.000,0.000,,,FRANCE
I_IFG-GAZP1,IFG-GAZP1,GAZPROMG,,I,SEFE Marketing & Trading LTD,3000.000,0.000,,,FRANCE
I_IFG-GDFE1,IFG-GDFE1,GDFI,,I,ENGIE Power Limited,200.000,0.000,,,FRANCE
I_IFG-GENI1,IFG-GENI1,Into UK,,I,"GEN-I, d.o.o.",2000.000,0.000,,,FRANCE
I_IFG-GLEN1,IFG-GLEN1,Flow into UK,,I,Glencore Energy UK Ltd,1000.000,0.000,,,FRANCE
I_IFG-GRMC1,IFG-GRMC1,Flows into the  UK,,I,A/S Global Risk Management Ltd,1000.000,0.000,,,FRANCE
I_IFG-GRMT1,IFG-GRMT1,GRM,,I,A/S Global Risk Management Ltd,500.000,0.000,,,FRANCE
I_IFG-HART1,IFG-HART1,Flow into UK,,I,HAPPGCO,1000.000,0.000,,,FRANCE
I_IFG-HELI1,IFG-HELI1,HELIOS FRANCE GEN,,I,Helios Power Trading A/S,1000.000,0.000,,,FRANCE
I_IFG-IBES1,IFG-IBES1,IFG_FRANCE_GEN,,I,Iberdrola Energia Espana S.AU.,1000.000,0.000,,,FRANCE
I_IFG-IDCT1,IFG-IDCT1,Induct_IFA1UK,,I,Inductive Energy A/S,2000.000,0.000,,,FRANCE
I_IFG-IMPT1,IFG-IMPT1,Flow into UK,,I,Impact Energy Trading A/S,2000.000,0.000,,,FRANCE
I_IFG-INCM1,IFG-INCM1,IFAINCOMASP,,I,IN COMMODITIES A/S,1000.000,0.000,,,FRANCE
I_IFG-JWME1,IFG-JWME1,I_IFG-JWME1,,I,JWM Energia,1000.000,0.000,,,FRANCE
I_IFG-KCST1,IFG-KCST1,IFA_GEN,,I,KOCH SUPPLY & TRADING SARL,2000.000,0.000,,,FRANCE
I_IFG-KVAS1,IFG-KVAS1,I_IFG-KVAS1,,I,Kvasir Technologies,50.000,0.000,,,FRANCE
I_IFG-LTFD1,IFG-LTFD1,LIGHTFLD_IFA_INTO_UK,,I,LIGHTFIELD LTD,1000.000,0.000,,,FRANCE
I_IFG-MCRA1,IFG-MCRA1,IFGMCRA1,,I,Mercuria Energy Trading SA,2000.000,0.000,,,FRANCE
I_IFG-MELT1,IFG-MELT1,MITCO IFA1-GB,,I,Metlen International AG,2000.000,0.000,,,FRANCE
I_IFG-MFTE1,IFG-MFTE1,MFT_IMP,,I,MFT Energy A/S,1000.000,0.000,,,FRANCE
I_IFG-MQBN1,IFG-MQBN1,Macquarie Bank IFA,,I,Macquarie Bank Limited,2000.000,0.000,,,FRANCE
I_IFG-NEAS1,IFG-NEAS1,IFANEASGEN,,I,Centrica Energy Trading A/S,4000.000,0.000,,,FRANCE
I_IFG-NEHO1,IFG-NEHO1,IFA NEH-G,,I,Nordic Energy House ApS,1000.000,0.000,,,FRANCE
I_IFG-NITR1,IFG-NITR1,IFA INTO UK,,I,Nitor Energy A/S,1000.000,0.000,,,FRANCE
I_IFG-NORL1,IFG-NORL1,NORLYS_IFA_P,,I,Norlys Energy Trading A/S,2000.000,0.000,,,FRANCE
I_IFG-NSDQ1,IFG-NSDQ1,NOMX_IFG,,I,European Market Coupling,2000.000,0.000,,,FRANCE
I_IFG-NTPL1,IFG-NTPL1,I_IFG-NTPL1,,I,Northpool BV,2000.000,0.000,,,FRANCE
I_IFG-NVAL1,IFG-NVAL1,NVALUE IMPORT1,,I,Nvalue AG,500.000,0.000,,,FRANCE
I_IFG-OMPX1,IFG-OMPX1,OMPEX_IFA_FR-GB,,I,Ompex AG,1000.000,0.000,,,FRANCE
I_IFG-OPMX1,IFG-OPMX1,I_IFG-OPMX1,,I,Optimax Energy GmbH,1000.000,0.000,,,FRANCE
I_IFG-OUTL1,IFG-OUTL1,I_IFG-OUTL1,,I,Outlook Energy Ltd,4000.000,0.000,,,FRANCE
I_IFG-PEAK1,IFG-PEAK1,PGIFA Generation,,I,Peak Gen Top Co Limited,2000.000,0.000,,,FRANCE
I_IFG-PETC1,IFG-PETC1,PCIL FR TO UK IFA,,I,PETROCHINA INTL LONDON CO. LTD,2000.000,0.000,,,FRANCE
I_IFG-PLAN1,IFG-PLAN1,I_IFG-PLAN1,,I,BCM Energy,400.000,0.000,,,FRANCE
I_IFG-PTRS1,IFG-PTRS1,PETRIN-IFDG,,I,PetroChina International,2000.000,0.000,,,FRANCE
I_IFG-PWMR1,IFG-PWMR1,IFA IMPORT,,I,PowerMart ApS,1000.000,0.000,,,FRANCE
I_IFG-QTPT1,IFG-QTPT1,QPT INTO UK,,I,Quantum Power Trading,1000.000,0.000,,,FRANCE
I_IFG-QUAR1,IFG-QUAR1,IFA1 GEN,,I,Quark Energy Trading Limited,2000.000,0.000,,,FRANCE
I_IFG-QUEN1,IFG-QUEN1,Flow INTO UK,,I,QUENT ApS,1000.000,0.000,,,FRANCE
I_IFG-RESP1,IFG-RESP1,RESA-IFA-IU,,I,RESPECT ENERGY S.A.,700.000,0.000,,,FRANCE
I_IFG-RISQ1,IFG-RISQ1,RISQ to the UK,,I,Risq Energy Limited,1000.000,0.000,,,FRANCE
I_IFG-RWES1,IFG-RWES1,RWEST IFA Import,,I,RWE Supply and Trading GmbH,2000.000,0.000,,,FRANCE
I_IFG-SEAG1,IFG-SEAG1,I_IFG-SEAG1,,I,Seagull Energy Trading,4000.000,0.000,,,FRANCE
I_IFG-SECF1,IFG-SECF1,IFA1 Gen,,I,Second Foundation Trading AG,400.000,0.000,,,FRANCE
I_IFG-SETL1,IFG-SETL1,PRODUCTION BMU,,I,Shell Energy Europe Limited,2000.000,0.000,,,FRANCE
I_IFG-SIRI1,IFG-SIRI1,I_IFG-SIRI1,,I,Sirius Energy SA,2000.000,0.000,,,FRANCE
I_IFG-SPEM1,IFG-SPEM1,IFG-SPEM1,,I,SP Energy Management Ltd,2000.000,0.000,,,FRANCE
I_IFG-SSEG1,IFG-SSEG1,SSE EUI-FRANCE FGB,,I,SSE Energy Supply Limited,0.000,0.000,,,FRANCE
I_IFG-STAT1,IFG-STAT1,STATKRAFT_UK_FRANCE IMPORT,,I,Statkraft Markets Gmbh,400.000,0.000,,,FRANCE
I_IFG-STGS1,IFG-STGS1,STG CH IFA FR-GB,,I,STG Switzerland GmbH,2000.000,0.000,,,FRANCE
I_IFG-TFEE1,IFG-TFEE1,G-TFEE,,I,TotalEnergies Gas & Power Ltd,2000.000,0.000,,,FRANCE
I_IFG-TILD1,IFG-TILD1,I_IFG-TILD1,,I,Tilde Energy Trading A/S,1000.000,0.000,,,FRANCE
I_IFG-TRFD1,IFG-TRFD1,IFA1_IM,,I,Trafigura Denmark ApS,1000.000,0.000,,,FRANCE
I_IFG-TRFG1,IFG-TRFG1,IFA1_IM,,I,Trafigura Trading Sarl,1000.000,0.000,,,FRANCE
I_IFG-TRGY1,IFG-TRGY1,Flow into UK,,I,Tradergy S. L.,1400.000,0.000,,,FRANCE
I_IFG-TRLS1,IFG-TRLS1,IFA_TRL_G,,I,Engelhart CTP Renewables GmbH,4000.000,0.000,,,FRANCE
I_IFG-TRSI1,IFG-TRSI1,Flow INTO UK,,I,Trasteel International SA,1000.000,0.000,,,FRANCE
I_IFG-VOLT1,IFG-VOLT1,IFA INTO UK,,I,Volta Energy DAC,500.000,0.000,,,FRANCE
I_IFG-VSAL1,IFG-VSAL1,FPNP,,I,VITOL SA,2000.000,0.000,,,FRANCE
I_IFG-VTFS1,IFG-VTFS1,IFG-VTFS1,,I,Vattenfall Energy Trading,1000.000,0.000,,,FRANCE
I_IFG-WOLF1,IFG-WOLF1,WT IFA Export BMU,,I,Wolfram Trading ApS,800.000,0.000,,,FRANCE
I_IFG-XNON1,IFG-XNON1,XENON-IFA-P,,I,XENON CAPITAL MARKETS LTD,2000.000,0.000,,,FRANCE
I_IGD-STAT1,IGD-STAT1,STATKRAFT_UK_GRNL_IMPORT,,I,Statkraft Markets Gmbh,0.000,-1400.000,,,GREENLINK
I_IGG-STAT1,IGG-STAT1,STATKRAFT_UK_GRNL_EXPORT,,I,Statkraft Markets Gmbh,1400.000,0.000,,,GREENLINK
I_IID-AXPO1,IID-AXPO1,Axpo/EWIC Export,,I,Axpo Solutions AG,0.000,-500.000,,,EWIC
I_IID-BGSE1,IID-BGSE1,IID-BGSE1,,I,Bord Gais Energy Limited,0.000,-2000.000,,,EWIC
I_IID-BRKF1,IID-BRKF1,Brookfield E,,I,Orsted Renewable Supply 2 Ltd,0.000,-450.000,,,EWIC
I_IID-DSKC1,IID-DSKC1,DANSKEDE - EWIC,,I,Danske Commodities A/S,0.000,-300.000,,,EWIC
I_IID-ELTR1,IID-ELTR1,EETL EWIC Exports BMU,,I,ElectroRoute Energy Trading,0.000,-3000.000,,,EWIC
I_IID-ENGI1,IID-ENGI1,East_west_uk_export,,I,Mind Energy A/S,0.000,-500.000,,,EWIC
I_IID-ERVA1,IID-ERVA1,EROVA_D_EWIC,,I,Erova Energy Limited,0.000,-2000.000,,,EWIC
I_IID-ESBI1,IID-ESBI1,ESBIGT-D-EWIC,,I,ESBIG Trading Ltd,0.000,-500.000,,,EWIC
I_IID-ESBI2,IID-ESBI2,ESBIGT-D-EWIC2,,I,ESBIG Trading Ltd,0.000,-500.000,,,EWIC
I_IID-INCM1,IID-INCM1,EWICINCOMASC,,I,IN COMMODITIES A/S,0.000,-75.000,,,EWIC
I_IID-LTFD1,IID-LTFD1,LIGHTFLD_EWIC_FROM_UK,,I,LIGHTFIELD LTD,0.000,-500.000,,,EWIC
I_IID-NSEN1,IID-NSEN1,IIDNEASDEM,,I,Centrica Energy Trading A/S,0.000,-500.000,,,EWIC
I_IID-RWES1,IID-RWES1,RWEST East West Export,,I,RWE Supply and Trading GmbH,0.000,-500.000,,,EWIC
I_IID-SEEL1,IID-SEEL1,SEEL East West Export,,I,Shell Energy Europe Limited,0.000,-500.000,,,EWIC
I_IID-STAT1,IID-STAT1,STATKRAFT EWIC EXPORT,,I,Statkraft Markets Gmbh,0.000,-1030.000,,,EWIC
I_IID-VAYU1,IID-VAYU1,VAYU EWIC,,I,Naturgy Limited,0.000,-500.000,,,EWIC
I_IID-VESL1,IID-VESL1,EWIC Dem BM Unit VESL,,I,Energia Customer Solutions Ltd,0.000,-500.000,,,EWIC
I_IIG-AXPO1,IIG-AXPO1,Axpo/EWIC Import,,I,Axpo Solutions AG,500.000,0.000,,,EWIC
I_IIG-BGSE1,IIG-BGSE1,IIG-BGSE1,,I,Bord Gais Energy Limited,2000.000,0.000,,,EWIC
I_IIG-BRKF1,IIG-BRKF1,Brookfield E,,I,Orsted Renewable Supply 2 Ltd,500.000,0.000,,,EWIC
I_IIG-DSKC1,IIG-DSKC1,DANSKEGE - EWIC,,I,Danske Commodities A/S,500.000,0.000,,,EWIC
I_IIG-ELTR1,IIG-ELTR1,EETL EWIC Imports BMU,,I,ElectroRoute Energy Trading,3000.000,0.000,,,EWIC
I_IIG-ENGI1,IIG-ENGI1,East_west_uk_import,,I,Mind Energy A/S,500.000,0.000,,,EWIC
I_IIG-ERVA1,IIG-ERVA1,EROVA_G_EWIC,,I,Erova Energy Limited,2000.000,0.000,,,EWIC
I_IIG-ESBI1,IIG-ESBI1,ESBIGT-G-EWIC,,I,ESBIG Trading Ltd,500.000,0.000,,,EWIC
I_IIG-ESBI2,IIG-ESBI2,ESBIGT-G-EWIC2,,I,ESBIG Trading Ltd,530.000,0.000,,,EWIC
I_IIG-INCM1,IIG-INCM1,EWICINCOMASP,,I,IN COMMODITIES A/S,75.000,0.000,,,EWIC
I_IIG-LTFD1,IIG-LTFD1,LIGHTFLD_EWIC_INTO_UK,,I,LIGHTFIELD LTD,500.000,0.000,,,EWIC
I_IIG-NSEN1,IIG-NSEN1,IIGNEASGEN,,I,Centrica Energy Trading A/S,500.000,0.000,,,EWIC
I_IIG-RWES1,IIG-RWES1,RWEST East West Import,,I,RWE Supply and Trading GmbH,500.000,0.000,,,EWIC
I_IIG-SEEL1,IIG-SEEL1,SEEL East West Import,,I,Shell Energy Europe Limited,500.000,0.000,,,EWIC
I_IIG-STAT1,IIG-STAT1,STATKRAFT EWIC IMPORT,,I,Statkraft Markets Gmbh,1030.000,0.000,,,EWIC
I_IIG-VAYU1,IIG-VAYU1,VAYU EWIC,,I,Naturgy Limited,500.000,0.000,,,EWIC
I_IIG-VESL1,IIG-VESL1,EWIC Gen BM Unit VESL,,I,Energia Customer Solutions Ltd,500.000,0.000,,,EWIC
I_ILD-ALIP1,ILD-ALIP1,Flow from UK,,I,Energetick ApS,0.000,-1000.000,,,ELECLINK
I_ILD-ALPE1,ILD-ALPE1,ElecLink Demand,,I,Alpha Energy ApS,0.000,-500.000,,,ELECLINK
I_ILD-ARON1,ILD-ARON1,EL Jaron GB-FR Flow,,I,J.Aron & Company,0.000,-1000.000,,,ELECLINK
I_ILD-AROS1,ILD-AROS1,AROS Flow FROM UK,,I,Arosource ApS,0.000,-1000.000,,,ELECLINK
I_ILD-ARTH1,ILD-ARTH1,I_ILD-ARTH1,,I,Aarhus Trading A/S,0.000,-1000.000,,,ELECLINK
I_ILD-ATLS1,ILD-ATLS1,Atlas GB-FREL,,I,Atlas Energy DAC,0.000,-1000.000,,,ELECLINK
I_ILD-BAYW1,ILD-BAYW1,Flow from UK over Eleclink,,I,Baywa r.e. Energy Trading GmbH,0.000,-1000.000,,,ELECLINK
I_ILD-BKWE1,ILD-BKWE1,BWK Eleclink flows from UK,,I,BKW Energie AG,0.000,-450.000,,,ELECLINK
I_ILD-BPGM1,ILD-BPGM1,Flow FROM UK,,I,BP Gas Marketing Limited,0.000,-1000.000,,,ELECLINK
I_ILD-CACM1,ILD-CACM1,ELECLINK Flow out of UK,,I,C A Commodities A/S,0.000,-1000.000,,,ELECLINK
I_ILD-CBST1,ILD-CBST1,Cobblestone Energy Ltd,,I,Cobblestone Energy,0.000,-1000.000,,,ELECLINK
I_ILD-CCME1,ILD-CCME1,CCME FROM UK,,I,Castleton Commodities Europe,0.000,-1000.000,,,ELECLINK
I_ILD-CENT1,ILD-CENT1,CENTRICA ELECLINK,,I,Centrica Energy Limited,0.000,-1050.000,,,ELECLINK
I_ILD-CETL1,ILD-CETL1,CONRAD FROM UK,,I,Conrad Energy (Trading) Ltd,0.000,-1000.000,,,ELECLINK
I_ILD-CEZC1,ILD-CEZC1,ELECLINK Export,,I,CEZ A.S,0.000,-1000.000,,,ELECLINK
I_ILD-CFPE1,ILD-CFPE1,CFPE1 FROM UK,,I,CFP Commodities Limited,0.000,-1000.000,,,ELECLINK
I_ILD-COMM1,ILD-COMM1,I_ILD-COMM1,,I,COMCOM Trading d.o.o,0.000,-1000.000,,,ELECLINK
I_ILD-CONS1,ILD-CONS1,Constellation ElecLink Con,,I,Constellation Generation LTD,0.000,-1000.000,,,ELECLINK
I_ILD-COPN1,ILD-COPN1,CET_EL,,I,Copenhagen Energy Trading A/S,0.000,-1000.000,,,ELECLINK
I_ILD-CURR1,ILD-CURR1,I_ILD-CURR1,,I,Current Commodities A/S,0.000,-2000.000,,,ELECLINK
I_ILD-DARE1,ILD-DARE1,I_ILD-DARE1,,I,Dare Power Ltd,0.000,-2000.000,,,ELECLINK
I_ILD-DMCC1,ILD-DMCC1,Cobblestone Energy DMCC,,I,Cobblestone Energy DMCC,0.000,-1000.000,,,ELECLINK
I_ILD-DSKC1,ILD-DSKC1,DC- ELEC-C,,I,Danske Commodities A/S,0.000,-1000.000,,,ELECLINK
I_ILD-DUEN1,ILD-DUEN1,ELK_UK-FR,,I,Duferco Energia S.p.A.,0.000,-200.000,,,ELECLINK
I_ILD-DUFE1,ILD-DUFE1,DXT ELEC UK-FR,,I,DXT Commodities SA,0.000,-1000.000,,,ELECLINK
I_ILD-DVAL1,ILD-DVAL1,I_ILD-DVAL1,,I,DVALIN ApS,0.000,-1000.000,,,ELECLINK
I_ILD-DVTD1,ILD-DVTD1,DV GB-FREL,,I,DV Trading (Europe) P/S,0.000,-1000.000,,,ELECLINK
I_ILD-EDFT1,ILD-EDFT1,EDFT Eleclink Demand,,I,EDF TRADING LIMITED,0.000,-1050.000,,,ELECLINK
I_ILD-EDMK1,ILD-EDMK1,Energidk2_ELECD,,I,Mind Energy A/S,0.000,-1050.000,,,ELECLINK
I_ILD-EENG1,ILD-EENG1,I_ILD-EENG1,,I,Eio Energi ApS,0.000,-50.000,,,ELECLINK
I_ILD-ELTR1,ILD-ELTR1,EETL ELECLINK FRGB,,I,ElectroRoute Energy Trading,0.000,-1000.000,,,ELECLINK
I_ILD-ENBW1,ILD-ENBW1,I_ILD-ENBW1,,I,EnBW Energie Ba-Wu AG,0.000,-1000.000,,,ELECLINK
I_ILD-ENGM1,ILD-ENGM1,ELECLINK  EGM flow GB-FR,,I,ENGIE GLOBAL MARKETS,0.000,-1000.000,,,ELECLINK
I_ILD-ENSC1,ILD-ENSC1,Flow from UK,,I,EnSCo Energy Services Company,0.000,-1000.000,,,ELECLINK
I_ILD-ENTC1,ILD-ENTC1,ENTC1 from UK,,I,Energetech Europe BV,0.000,-500.000,,,ELECLINK
I_ILD-EPCO1,ILD-EPCO1,EPCAS_ELECLINK_DEM,,I,EP COMMODITIES A.S,0.000,-300.000,,,ELECLINK
I_ILD-EWII1,ILD-EWII1,EWII-UK-TO-ELECLINK,,I,EWII Energi A/S,0.000,-1000.000,,,ELECLINK
I_ILD-EXXO1,ILD-EXXO1,I_ILD-EXXO1,,I,EXXONMOBIL GAS MARKETING,0.000,-1000.000,,,ELECLINK
I_ILD-EZCO1,ILD-EZCO1,Flow from UK,,I,ENZEE Commodities A/S,0.000,-1000.000,,,ELECLINK
I_ILD-EZPD1,ILD-EZPD1,Ezpada AG,,I,Ezpada AG,0.000,-500.000,,,ELECLINK
I_ILD-FLEX1,ILD-FLEX1,Flow from UK,,I,Citadel FlexPower GmbH,0.000,-1400.000,,,ELECLINK
I_ILD-GENI1,ILD-GENI1,From UK,,I,"GEN-I, d.o.o.",0.000,-1000.000,,,ELECLINK
I_ILD-GLEN1,ILD-GLEN1,Flow from UK,,I,Glencore Energy UK Ltd,0.000,-1000.000,,,ELECLINK
I_ILD-GNER1,ILD-GNER1,GNER C,,I,Gnera Energia y Tecnologia S.L,0.000,-1000.000,,,ELECLINK
I_ILD-GRMC1,ILD-GRMC1,Flows out of  the UK,,I,A/S Global Risk Management Ltd,0.000,-1000.000,,,ELECLINK
I_ILD-HART1,ILD-HART1,I_ILD-HART1,,I,HAPPGCO,0.000,-1000.000,,,ELECLINK
I_ILD-HELI1,ILD-HELI1,HELIOS ELECLINK DEM,,I,Helios Power Trading A/S,0.000,-1000.000,,,ELECLINK
I_ILD-IMPT1,ILD-IMPT1,Flow from UK,,I,Impact Energy Trading A/S,0.000,-1000.000,,,ELECLINK
I_ILD-INCM1,ILD-INCM1,ELECINCOMASC,,I,IN COMMODITIES A/S,0.000,-750.000,,,ELECLINK
I_ILD-JWME1,ILD-JWME1,I_ILD-JWME1,,I,JWM Energia,0.000,-1000.000,,,ELECLINK
I_ILD-MCRA1,ILD-MCRA1,Mercuria flow from UK,,I,Mercuria Energy Trading SA,0.000,-1000.000,,,ELECLINK
I_ILD-MFTE1,ILD-MFTE1,MFT_EXP,,I,MFT Energy A/S,0.000,-1000.000,,,ELECLINK
I_ILD-NDPL1,ILD-NDPL1,NDPLELECLINLC,,I,European Market Coupling,0.000,-1050.000,,,ELECLINK
I_ILD-NEAS1,ILD-NEAS1,Flow INTO UK,,I,Centrica Energy Trading A/S,0.000,-1000.000,,,ELECLINK
I_ILD-NEHO1,ILD-NEHO1,EL NEH-D,,I,Nordic Energy House ApS,0.000,-1000.000,,,ELECLINK
I_ILD-NITR1,ILD-NITR1,FR FROM UK,,I,Nitor Energy A/S,0.000,-1000.000,,,ELECLINK
I_ILD-NORL1,ILD-NORL1,NORLYS_ELL_C,,I,Norlys Energy Trading A/S,0.000,-2000.000,,,ELECLINK
I_ILD-NTPL1,ILD-NTPL1,I_ILD-NTPL1,,I,Northpool BV,0.000,-1000.000,,,ELECLINK
I_ILD-NWAT1,ILD-NWAT1,Export from UK,,I,Newatt S.r.l.,0.000,-100.000,,,ELECLINK
I_ILD-OPMX1,ILD-OPMX1,I_ILD-OPMX1,,I,Optimax Energy GmbH,0.000,-1000.000,,,ELECLINK
I_ILD-OUTL1,ILD-OUTL1,I_ILD-OUTL1,,I,Outlook Energy Ltd,0.000,-2000.000,,,ELECLINK
I_ILD-PEAK1,ILD-PEAK1,PGELECK Demand,,I,Peak Gen Top Co Limited,0.000,-1000.000,,,ELECLINK
I_ILD-PETC1,ILD-PETC1,PCIL UK TO FR ELECLINK,,I,PETROCHINA INTL LONDON CO. LTD,0.000,-1000.000,,,ELECLINK
I_ILD-PREP1,ILD-PREP1,Prepay FROM UK,,I,Yuno Limited,0.000,-1000.000,,,ELECLINK
I_ILD-PWMR1,ILD-PWMR1,ELECLINK EXPORT,,I,PowerMart ApS,0.000,-1000.000,,,ELECLINK
I_ILD-QUAR1,ILD-QUAR1,ELECLINK DEMAND,,I,Quark Energy Trading Limited,0.000,-1000.000,,,ELECLINK
I_ILD-RESP1,ILD-RESP1,RESA-ELC-FU,,I,RESPECT ENERGY S.A.,0.000,-700.000,,,ELECLINK
I_ILD-RISQ1,ILD-RISQ1,RISQ from the UK,,I,Risq Energy Limited,0.000,-1000.000,,,ELECLINK
I_ILD-RWES1,ILD-RWES1,RWEST Eleclink Export,,I,RWE Supply and Trading GmbH,0.000,-1000.000,,,ELECLINK
I_ILD-SEFE1,ILD-SEFE1,EL1-GB-FR,,I,SEFE Marketing & Trading LTD,0.000,-1050.000,,,ELECLINK
I_ILD-SETL1,ILD-SETL1,I_ILD-SETL1,,I,Shell Energy Europe Limited,0.000,-1000.000,,,ELECLINK
